control	mutant	uniprot	symbol	logfc	pvalue	fdr	qvalue	score
wt	fad	P62812	Gabra1	0.03181041260918071	0.5971501723215018	0.8063588106879265	0.4280212853246896	0.22391643803447928
wt	fad	Q8VD65	Pik3r4	0.032239280401327466	0.5973028227317974	0.8063588106879265	0.4280212853246896	0.22380543286058444
wt	fad	Q9R190	Mta2	0.02374657594415197	0.5985578029068417	0.8064994181675268	0.4280959208260906	0.222893903283778
wt	fad	Q8QZS1	Hibch	-0.028479832347523104	0.5985677617130407	0.8064994181675268	0.4280959208260906	-0.22288667755122915
wt	fad	P63017	Hspa8	0.023154111366036543	0.5989071087754223	0.8064994181675268	0.4280959208260906	0.2226405319924043
wt	fad	Q3UHD6	Snx27	0.024586499236385225	0.5999620173737017	0.8064994181675268	0.4280959208260906	0.22187624322828112
wt	fad	Q8R3Z5	Cacnb1	0.032054760913546865	0.6003476423892238	0.8064994181675268	0.4280959208260906	0.2215971905342952
wt	fad	P10126	Eef1a1	0.025735257548540356	0.6003483016214584	0.8064994181675268	0.4280959208260906	0.22159671364266714
wt	fad	Q62318	Trim28	-0.02919781039246966	0.6006237832165	0.8064994181675268	0.4280959208260906	-0.22139747480905683
wt	fad	Q04447	Ckb	-0.029420745140198823	0.6018336276166532	0.8071397940338481	0.4284358371236007	-0.22052354959637835
wt	fad	Q6PB66	Lrpprc	-0.024376094235210838	0.6020205073449043	0.8071397940338481	0.4284358371236007	-0.22038871459759576
wt	fad	P20917	Mag	-0.04185275626059074	0.6038491540410281	0.8089734849938965	0.429409173994489	-0.21907153778541333
wt	fad	Q60649	Clpb	-0.03499400160288181	0.6057390925106609	0.8108864281893288	0.4304245785444356	-0.21771439742170842
wt	fad	P35486	Pdha1	-0.021110166905300695	0.6083929505826695	0.8137850705591722	0.4319631995855805	-0.21581582673735616
wt	fad	Q61990	Pcbp2	-0.031718888836797375	0.6088317935294547	0.8137850705591722	0.4319631995855805	-0.2155026765497834
wt	fad	Q9R1T4	Septin6	-0.027304087936581012	0.610656347906045	0.8156026564498545	0.43292798776524233	-0.2142031239555066
wt	fad	Q9EP69	Sacm1l	0.0247443189923452	0.6111301958247005	0.8156148240854368	0.43293444643717877	0.21386625734372855
wt	fad	P17563	Selenbp1	-0.044849484391446384	0.6118911142563975	0.8160098066261229	0.4331441061227982	-0.21332585348325647
wt	fad	Q9JIS5	Sv2a	0.02667905440091571	0.6138031479249826	0.816552261037575	0.43343204497996984	0.2119708885940892
wt	fad	Q99KI0	Aco2	-0.02711286932998494	0.6145404200013813	0.816552261037575	0.43343204497996984	-0.21144954710421143
wt	fad	Q91YI0	Asl	-0.035538096286189785	0.6145548124633802	0.816552261037575	0.43343204497996984	-0.21143937609929286
wt	fad	P63330	Ppp2ca	-0.027216699221801317	0.6146089001019976	0.816552261037575	0.43343204497996984	-0.21140115505067947
wt	fad	Q64516	Gk	0.02466368275916711	0.6146242375103341	0.816552261037575	0.43343204497996984	0.211390317477881
wt	fad	P28661	Septin4	0.03546056312740087	0.6157117717183686	0.8170717520865822	0.43370779471267396	0.21062254310584155
wt	fad	Q9ERD7	Tubb3	0.028424173047772172	0.6162321826384398	0.8170717520865822	0.43370779471267396	0.21025562445900928
wt	fad	P42932	Cct8	-0.023936688635370393	0.6164119656767151	0.8170717520865822	0.43370779471267396	-0.21012893942647476
wt	fad	Q99LP6	Grpel1	-0.024683692266485646	0.6169307002824067	0.8171421728268858	0.43374517456811634	-0.2097636174501479
wt	fad	Q8CC88	Vwa8	0.03275688850159182	0.6175897608790355	0.8173982129281352	0.43388108256810204	0.20929991285139454
wt	fad	Q91VE0	Slc27a4	-0.03894141647626159	0.6183453602123152	0.8177815427073197	0.4340845568807964	-0.20876889361542242
wt	fad	Q9Z0G0	Gipc1	-0.03636362171821883	0.621143147372635	0.8197646816885229	0.43513722187863774	-0.20680830167540679
wt	fad	P40336	Vps26a	0.03591710303400009	0.6214720933303354	0.8197646816885229	0.43513722187863774	0.2065783682045604
wt	fad	P63034	Cyth2	0.026013636784348676	0.6220367879475796	0.8197646816885229	0.43513722187863774	0.2061839298908821
wt	fad	Q920B9	Supt16h	-0.034646913600532514	0.6221880313462662	0.8197646816885229	0.43513722187863774	-0.2060783474064647
wt	fad	B9EJA2	Cttnbp2	-0.02401613316292884	0.6224939570220047	0.8197646816885229	0.43513722187863774	-0.2058648602077058
wt	fad	O54946	Dnajb6	-0.02185483999391008	0.6229680932053668	0.8197646816885229	0.43513722187863774	-0.2055341961974862
wt	fad	Q8K268	Abcf3	0.025006537239827792	0.6231145785598231	0.8197646816885229	0.43513722187863774	0.20543208775339244
wt	fad	Q3U5Q7	Cmpk2	-0.036764363156850076	0.6260131008174862	0.8229610426477066	0.43683387417284936	-0.2034165780464267
wt	fad	Q8BK64	Ahsa1	0.023427278847491045	0.6284571939121752	0.825200188971087	0.4380224297819159	0.20172429805892259
wt	fad	Q922D8	Mthfd1	0.021665651688560578	0.628656782139227	0.825200188971087	0.4380224297819159	0.2015863947851685
wt	fad	P14131	Rps16	0.023011269616634716	0.630731093034107	0.8270035029610634	0.43897964232998143	0.20015575914415878
wt	fad	Q9CPW0	Cntnap2	-0.02802249900838709	0.6311791039718362	0.8270035029610634	0.43897964232998143	-0.19984738746014447
wt	fad	Q71LX4	Tln2	-0.022177961060441162	0.6314442700671368	0.8270035029610634	0.43897964232998143	-0.19966497332773134
wt	fad	P05202	Got2	0.020281110823894458	0.6329444441585473	0.8281595265700366	0.4395932683044483	0.1986344079198217
wt	fad	Q6P5F9	Xpo1	0.026033046382454232	0.6332707035082559	0.8281595265700366	0.4395932683044483	0.19841060292326235
wt	fad	Q9CQI6	Cotl1	0.03480612050852536	0.634102628674097	0.8284873782102663	0.4397672944062121	0.19784044644040208
wt	fad	P13020	Gsn	0.029327743394380407	0.6348664774302641	0.8284873782102663	0.4397672944062121	0.19731760417689395
wt	fad	Q61187	Tsg101	-0.025064042697875377	0.6350225359600987	0.8284873782102663	0.4397672944062121	-0.19721086200023502
wt	fad	Q8CH09	Sugp2	0.024675612299428266	0.6357847104603377	0.8284873782102663	0.4397672944062121	0.19668992033843347
wt	fad	Q8R4N0	Clybl	0.03845203800778631	0.635881765498136	0.8284873782102663	0.4397672944062121	0.19662362863658325
wt	fad	Q99J99	Mpst	0.033262041956719335	0.6369934824987835	0.8293201496924073	0.4402093357350142	0.19586501119572414
wt	fad	Q8BPM0	Daam1	-0.02698299804412488	0.6392461849596803	0.8307820011261849	0.44098529740535974	-0.19433185517632875
wt	fad	Q80Z24	Negr1	0.035008382195162585	0.6393055322278005	0.8307820011261849	0.44098529740535974	0.1942915373843573
wt	fad	Q99K85	Psat1	-0.025310726052744308	0.6403839589884267	0.8307820011261849	0.44098529740535974	-0.19355955528187918
wt	fad	Q99JB2	Stoml2	-0.03573537210393202	0.6405794389539226	0.8307820011261849	0.44098529740535974	-0.19342700524784562
wt	fad	O35643	Ap1b1	0.023608973404280392	0.6407829989126237	0.8307820011261849	0.44098529740535974	0.1932890193588707
wt	fad	P47708	Rph3a	0.03820806195632025	0.64095659801986	0.8307820011261849	0.44098529740535974	0.1931713774681504
wt	fad	Q99PV0	Prpf8	-0.030242131065499278	0.6419110112545044	0.8314050367170888	0.4413160093550366	-0.1925251744231315
wt	fad	Q9D855	Uqcrb	-0.024467033099330356	0.6440679723342009	0.8335835482643972	0.44247237957163793	-0.19106829653475407
wt	fad	Q61037	Tsc2	-0.030534001303900354	0.6465840991669005	0.8361418468333096	0.44383034357872314	-0.18937497978784668
wt	fad	Q03517	Scg2	-0.07583613332927802	0.6471366074643118	0.8361418468333096	0.44383034357872314	-0.18900403215111233
wt	fad	Q6PER3	Mapre3	-0.02530191871216526	0.6474739429324603	0.8361418468333096	0.44383034357872314	-0.18877770472679478
wt	fad	P57722	Pcbp3	-0.05646489397821153	0.6505673749142544	0.8390925831434612	0.4453966164728555	-0.1867077197968344
wt	fad	Q9D5V5	Cul5	-0.02009496706617045	0.6510410528440121	0.8390925831434612	0.4453966164728555	-0.1863916251622463
wt	fad	Q07076	Anxa7	0.024043545019413706	0.6511932183711648	0.8390925831434612	0.4453966164728555	0.18629013090650473
wt	fad	P62751	Rpl23a	0.035754846777220226	0.6526596713610275	0.839194909297199	0.44545093196028446	0.18531322206191916
wt	fad	Q9EP53	Tsc1	-0.02273469318690015	0.6527632398790955	0.839194909297199	0.44545093196028446	-0.18524431069901465
wt	fad	B1AZP2	Dlgap4	0.0340332187626491	0.6530787620876282	0.839194909297199	0.44545093196028446	0.1850344391271951
wt	fad	Q9D415	Dlgap1	-0.02613355442533044	0.6539641022307436	0.839194909297199	0.44545093196028446	-0.18444609056103242
wt	fad	Q8JZS0	Lin7a	-0.02187138821756046	0.6551022672338143	0.839194909297199	0.44545093196028446	-0.18369089752206594
wt	fad	Q9WUM4	Coro1c	-0.024164347623146662	0.6555081426007745	0.839194909297199	0.44545093196028446	-0.1834219092147496
wt	fad	Q9CZM2	Rpl15	0.04441284387687677	0.6563136907244533	0.839194909297199	0.44545093196028446	0.18288853625188675
wt	fad	P04925	Prnp	0.01982178824094097	0.6566162258275341	0.839194909297199	0.44545093196028446	0.1826883895014486
wt	fad	Q9CQZ5	Ndufa6	-0.02780465026162382	0.6572367287614385	0.839194909297199	0.44545093196028446	-0.18227817461508136
wt	fad	O35449	Prrt1	-0.031504255853693125	0.6585059745086419	0.839194909297199	0.44545093196028446	-0.18144028040703472
wt	fad	Q9CZ42	Carkd	-0.025403038616877052	0.6591887719516514	0.839194909297199	0.44545093196028446	-0.18099019864250807
wt	fad	Q8CHT0	Aldh4a1	-0.023173013288682362	0.6592557403473716	0.839194909297199	0.44545093196028446	-0.18094607997922435
wt	fad	P84084	Arf5	0.02666009997159305	0.6593443116622335	0.839194909297199	0.44545093196028446	0.1808877362330692
wt	fad	Q9CZ13	Uqcrc1	-0.017468658679209888	0.659535139060656	0.839194909297199	0.44545093196028446	-0.18076206093095765
wt	fad	Q8R366	Igsf8	-0.029199336979222383	0.6599760317697696	0.839194909297199	0.44545093196028446	-0.1804718363659246
wt	fad	Q8VEJ9	Vps4a	-0.030110541440877547	0.6602726456388561	0.839194909297199	0.44545093196028446	-0.18027669469152363
wt	fad	Q91WD5	Ndufs2	0.020393477436195934	0.6617735489414248	0.839194909297199	0.44545093196028446	0.1792905955598996
wt	fad	Q6PDG5	Smarcc2	-0.02679509016636472	0.6622006979848221	0.839194909297199	0.44545093196028446	-0.17901036582074153
wt	fad	P63085	Mapk1	0.017639619734631573	0.6622224709923314	0.839194909297199	0.44545093196028446	0.17899608655224472
wt	fad	P28652	Camk2b	0.025395297824706967	0.6631121737360344	0.839194909297199	0.44545093196028446	0.1784129990253263
wt	fad	P47802	Mtx1	-0.03010189060773075	0.6636301550984991	0.839194909297199	0.44545093196028446	-0.17807388802541663
wt	fad	Q64331	Myo6	0.025751489280021623	0.6637075134300743	0.839194909297199	0.44545093196028446	0.1780232659457952
wt	fad	P55096	Abcd3	0.02819088831445197	0.6639256694866085	0.839194909297199	0.44545093196028446	0.17788053981689392
wt	fad	Q6NTA4	Rragb	0.03686221392941269	0.6647367337795476	0.839194909297199	0.44545093196028446	0.17735032117026328
wt	fad	Q03141	Mark3	0.02946285050395091	0.664823399377861	0.839194909297199	0.44545093196028446	0.17729370336075922
wt	fad	P68368	Tuba4a	-0.028241355548691713	0.6648898428593211	0.839194909297199	0.44545093196028446	-0.17725030146557763
wt	fad	Q68FH0	Pkp4	0.026000552466804314	0.6652393556640404	0.839194909297199	0.44545093196028446	0.177022065763202
wt	fad	Q6GQS1	Slc25a23	0.033726473034622256	0.6658451116380237	0.839194909297199	0.44545093196028446	0.17662678431937995
wt	fad	P61264	Stx1b	0.02012999117318691	0.6659665115548828	0.839194909297199	0.44545093196028446	0.17654760898673785
wt	fad	P55258	Rab8a	0.024052126960010273	0.6664328653239238	0.839194909297199	0.44545093196028446	0.17624359371880166
wt	fad	Q7TMM9	Tubb2a	0.019607872732101475	0.6668210639012002	0.839194909297199	0.44545093196028446	0.1759906899004628
wt	fad	Q8BH44	Coro2b	-0.03053889069621918	0.6674318457045185	0.839194909297199	0.44545093196028446	-0.1755930753501072
wt	fad	P62814	Atp6v1b2	-0.01983279266945774	0.6675087426379349	0.839194909297199	0.44545093196028446	-0.1755430417917802
wt	fad	P97461	Rps5	-0.02387960920378751	0.6675305375378289	0.839194909297199	0.44545093196028446	-0.17552886182734173
wt	fad	Q6P9K8	Caskin1	-0.02063786262782537	0.6686867427453596	0.8400466954317152	0.4459030664087272	-0.17477728695354566
wt	fad	A2AGT5	Ckap5	-0.019423261831819	0.6701484782221748	0.8412808149355627	0.44655814626806495	-0.17382896427143812
wt	fad	O88448	Klc2	-0.019445859586271347	0.6718518847043827	0.8428163385676853	0.44737321369209015	-0.17272646019857357
wt	fad	Q9CRB9	Chchd3	-0.023722860341868345	0.6725033270458715	0.8430309564039317	0.4474871344441254	-0.17230556275441863
wt	fad	O70252	Hmox2	-0.03721993375128796	0.6739650729257096	0.8442603161917347	0.4481396878106014	-0.1713626094419364
wt	fad	Q3UTJ2	Sorbs2	-0.05250550186093994	0.6747342408377656	0.8446209648147492	0.4483311227960287	-0.1708672500795201
wt	fad	Q6PDS3	Sarm1	-0.02533563069142033	0.6761253213165568	0.8453121521103358	0.44869801018007643	-0.16997279915908697
wt	fad	Q7M6Y3	Picalm	-0.02086055441357229	0.67695321457019	0.8453121521103358	0.44869801018007643	-0.16944134513481549
wt	fad	Q8VDN2	Atp1a1	0.021719721028559062	0.6777931058442851	0.8453121521103358	0.44869801018007643	0.1689028528916938
wt	fad	P61982	Ywhag	-0.032425841656249496	0.6780893565523779	0.8453121521103358	0.44869801018007643	-0.16871307235628574
wt	fad	A2RT62	Fbxl16	-0.022328375040989515	0.6781584845327835	0.8453121521103358	0.44869801018007643	-0.16866880035886492
wt	fad	D3YVF0	Akap5	-0.02067709197062083	0.678176359071996	0.8453121521103358	0.44869801018007643	-0.16865735360766831
wt	fad	O54991	Cntnap1	0.025834113524885335	0.6794487446718112	0.8462970524478556	0.4492208026426803	0.167843299410936
wt	fad	Q148V7	Kiaa1468	-0.01930117944035928	0.68051818892135	0.8467205560060268	0.44944560149761353	-0.16716026246269491
wt	fad	Q61137	Astn1	0.02568967327727177	0.6811768279985262	0.8467205560060268	0.44944560149761353	0.1667401341145164
wt	fad	Q8R5H1	Usp15	-0.02078610089097778	0.6812361396470141	0.8467205560060268	0.44944560149761353	-0.16670232073152771
wt	fad	P60335	Pcbp1	0.018780051219113518	0.6820461637895283	0.8471274008850829	0.44966155780112665	0.16618622944828562
wt	fad	Q9ERK4	Cse1l	-0.0189926188127494	0.6835329636481675	0.8483736571446493	0.45032307994113835	-0.16524053656755425
wt	fad	O88485	Dync1i1	0.02113537388705286	0.6841077561050015	0.848487004921751	0.4503832457886503	0.16487548571269894
wt	fad	Q9D8E6	Rpl4	0.02844394608989828	0.6853464805327101	0.8490689822912618	0.4506921637274465	0.16408981312009818
wt	fad	P62852	Rps25	0.02347755409700892	0.6855445857018336	0.8490689822912618	0.4506921637274465	0.16396429478460844
wt	fad	Q8BH57	Wdr48	0.021933522697195985	0.6866449538536676	0.8492341021216065	0.45077981056788535	0.1632677672203573
wt	fad	P80313	Cct7	0.02322379535050007	0.6866456928265298	0.8492341021216065	0.45077981056788535	0.163267299829369
wt	fad	Q99LG2	Tnpo2	0.024328712018010692	0.6879083102723168	0.8501965383999408	0.45129067893992464	0.16246944402676108
wt	fad	Q8BGN3	Enpp6	-0.034020293263461426	0.6896950018560658	0.850353387575595	0.45137393565501943	-0.16134292128406946
wt	fad	Q3UPL0	Sec31a	0.01814085442273772	0.6898898751401086	0.850353387575595	0.45137393565501943	0.16122022873516692
wt	fad	Q8CIG8	Prmt5	0.01676263954811106	0.6905570312576632	0.850353387575595	0.45137393565501943	0.16080044838485075
wt	fad	Q91V12	Acot7	-0.025953786070377124	0.6908348081906441	0.850353387575595	0.45137393565501943	-0.16062578832479452
wt	fad	Q8K3J1	Ndufs8	0.031087370468677863	0.6911691793047876	0.850353387575595	0.45137393565501943	0.16041563620667065
wt	fad	P02088	Hbb-b1	0.05484302875942679	0.6917239493876245	0.850353387575595	0.45137393565501943	0.16006718759032137
wt	fad	Q80SW1	Ahcyl1	-0.016538240865332725	0.6919800170093917	0.850353387575595	0.45137393565501943	-0.15990644691298314
wt	fad	P46097	Syt2	0.06079599635868971	0.6920502520383377	0.850353387575595	0.45137393565501943	0.1598623688516634
wt	fad	Q9QZS3	Numb	-0.029708867338299264	0.6923960061797865	0.850353387575595	0.45137393565501943	-0.15964544585020068
wt	fad	Q8VDD5	Myh9	-0.022056614283350984	0.694421146841584	0.8517500057498656	0.45211527102351273	-0.15837706228897944
wt	fad	Q7TNC4	Luc7l2	-0.026451620457294628	0.6945038508421981	0.8517500057498656	0.45211527102351273	-0.15832534187038175
wt	fad	Q8C166	Cpne1	0.020701415303880602	0.6955633467347452	0.8524536826253336	0.4524887879699378	0.15766331156042718
wt	fad	P83741	Wnk1	0.023007217655584472	0.6962189318784527	0.8526617065224597	0.4525992086097893	0.15725417137268002
wt	fad	P54822	Adsl	0.027001153956182605	0.6970415598316029	0.8530738755261249	0.45281799099844994	0.15674132711368674
wt	fad	Q9CWS0	Ddah1	-0.019716295338360404	0.6989584063061987	0.854823695517337	0.45374680853203214	-0.15554866752923113
wt	fad	Q8VDJ3	Hdlbp	-0.030207274320829272	0.7012035898243612	0.85697235385916	0.4548873324439692	-0.15415586919415786
wt	fad	Q99LI8	Hgs	0.01895623527622633	0.7034113436290711	0.8587435841379614	0.4558275147182743	0.15279063227186768
wt	fad	Q6NZL0	Soga3	0.018003601418244558	0.7036314951512185	0.8587435841379614	0.4558275147182743	0.15265472938476823
wt	fad	Q5SRX1	Tom1l2	0.017200139870840372	0.7042845883668492	0.858943330496053	0.45593354157852084	0.15225181503016827
wt	fad	P12787	Cox5a	-0.030417854216161166	0.7082165653339225	0.8615331546629421	0.45730823960870803	-0.14983391922013384
wt	fad	P48320	Gad2	-0.019524701023803617	0.7086997893084788	0.8615331546629421	0.45730823960870803	-0.14953769635119496
wt	fad	Q9DC70	Ndufs7	0.029297941160304486	0.7087510101415359	0.8615331546629421	0.45730823960870803	0.14950630912396493
wt	fad	Q80U28	Madd	0.02000886471019523	0.708826533031583	0.8615331546629421	0.45730823960870803	0.14946003416060386
wt	fad	P07901	Hsp90aa1	-0.020769661118249006	0.7088626070275148	0.8615331546629421	0.45730823960870803	-0.1494379323655995
wt	fad	D3YZU1	Shank1	0.025609534878031835	0.7096057706690022	0.8617374566105329	0.4574166846099198	0.1489828613844555
wt	fad	Q9QXS1	Plec	0.01588139527432743	0.7100127420278237	0.8617374566105329	0.4574166846099198	0.1487338572770986
wt	fad	Q9JIY5	Htra2	0.030851782000339986	0.7106356468385583	0.8618974154814582	0.45750159197451357	0.14835301126128025
wt	fad	Q9WTP7	Ak3	-0.016049722908052927	0.7142818817627825	0.8657214796227094	0.45953143381068834	-0.14613036590547493
wt	fad	P97823	Lypla1	-0.017384174542636174	0.7159516870024534	0.8664901702581633	0.45993946054697865	-0.14511628324544923
wt	fad	Q99L43	Cds2	-0.023158471732157876	0.7167993710373755	0.8664901702581633	0.45993946054697865	-0.14460238442170828
wt	fad	P97384	Anxa11	-0.020691033577956708	0.7168026318140355	0.8664901702581633	0.45993946054697865	-0.1446004087864799
wt	fad	Q9D1Q6	Erp44	0.046727015893846424	0.7185031745774559	0.8664901702581633	0.45993946054697865	0.14357130867321313
wt	fad	Q9Z0X1	Aifm1	-0.02021313979307833	0.7187691860990737	0.8664901702581633	0.45993946054697865	-0.14341054952909932
wt	fad	Q80TE7	Lrrc7	0.031700647966660625	0.7189303294247847	0.8664901702581633	0.45993946054697865	0.14331319447445925
wt	fad	P56399	Usp5	0.014936466997803337	0.7191246951941097	0.8664901702581633	0.45993946054697865	0.14319579704507354
wt	fad	Q68ED2	Grm7	-0.023152333931776528	0.719181833475766	0.8664901702581633	0.45993946054697865	-0.14316129140952621
wt	fad	Q6WVG3	Kctd12	0.017774018985241745	0.7193596456217344	0.8664901702581633	0.45993946054697865	0.14305392872958297
wt	fad	O35633	Slc32a1	-0.01530379401517365	0.7198893430572617	0.866533468494852	0.4599624435747253	-0.14273425550344354
wt	fad	O35226	Psmd4	0.020210697047751996	0.7206693995374834	0.8667408045311005	0.4600724990928804	0.1422639181988578
wt	fad	P40142	Tkt	0.02022017124253532	0.7216225572721005	0.8667408045311005	0.4600724990928804	0.1416898995990366
wt	fad	Q9D2N4	Dtna	0.023995229048271866	0.7220083252341002	0.8667408045311005	0.4600724990928804	0.14145779469852565
